date,category,turnover_millions
2015-05-01,Other retailing,3368.8
2015-06-01,Other retailing,3434.6
2015-07-01,Other retailing,3402.6
2015-08-01,Other retailing,3455.5
2015-09-01,Other retailing,3505.4
2015-10-01,Other retailing,3501.9
2015-11-01,Other retailing,3487.0
2015-12-01,Other retailing,3484.4
2016-01-01,Other retailing,3554.8
2016-02-01,Other retailing,3551.0
2016-03-01,Other retailing,3560.5
2016-04-01,Other retailing,3587.4
2016-05-01,Other retailing,3603.4
2016-06-01,Other retailing,3610.0
2016-07-01,Other retailing,3617.6
2016-08-01,Other retailing,3581.3
2016-09-01,Other retailing,3623.7
2016-10-01,Other retailing,3630.2
2016-11-01,Other retailing,3649.0
2016-12-01,Other retailing,3655.9
2017-01-01,Other retailing,3616.3
2017-02-01,Other retailing,3641.5
2017-03-01,Other retailing,3696.8
2017-04-01,Other retailing,3697.8
2017-05-01,Other retailing,3713.3
2017-06-01,Other retailing,3719.7
2017-07-01,Other retailing,3752.2
2017-08-01,Other retailing,3746.0
2017-09-01,Other retailing,3709.5
2017-10-01,Other retailing,3676.7
2017-11-01,Other retailing,3771.2
2017-12-01,Other retailing,3743.3
2018-01-01,Other retailing,3757.2
2018-02-01,Other retailing,3767.9
2018-03-01,Other retailing,3759.3
2018-04-01,Other retailing,3752.7
2018-05-01,Other retailing,3759.6
2018-06-01,Other retailing,3790.5
2018-07-01,Other retailing,3850.9
2018-08-01,Other retailing,3891.8
2018-09-01,Other retailing,3870.9
2018-10-01,Other retailing,3891.7
2018-11-01,Other retailing,3860.8
2018-12-01,Other retailing,3899.0
2019-01-01,Other retailing,3895.1
2019-02-01,Other retailing,3909.7
2019-03-01,Other retailing,3883.0
2019-04-01,Other retailing,3907.0
2019-05-01,Other retailing,3931.0
2019-06-01,Other retailing,3968.3
2019-07-01,Other retailing,3964.4
2019-08-01,Other retailing,3998.7
2019-09-01,Other retailing,4002.2
2019-10-01,Other retailing,3994.6
2019-11-01,Other retailing,3931.5
2019-12-01,Other retailing,3995.7
2020-01-01,Other retailing,3964.9
2020-02-01,Other retailing,3991.3
2020-03-01,Other retailing,4594.1
2020-04-01,Other retailing,3962.7
2020-05-01,Other retailing,4305.5
2020-06-01,Other retailing,4329.6
2020-07-01,Other retailing,4562.4
2020-08-01,Other retailing,4342.0
2020-09-01,Other retailing,4289.4
2020-10-01,Other retailing,4386.1
2020-11-01,Other retailing,4613.0
2020-12-01,Other retailing,4555.9
2021-01-01,Other retailing,4563.7
2021-02-01,Other retailing,4551.5
2021-03-01,Other retailing,4577.2
2021-04-01,Other retailing,4646.2
2021-05-01,Other retailing,4662.1
2021-06-01,Other retailing,4621.5
2021-07-01,Other retailing,4673.4
2021-08-01,Other retailing,4713.7
2021-09-01,Other retailing,4820.8
2021-10-01,Other retailing,4926.5
2021-11-01,Other retailing,5130.8
2021-12-01,Other retailing,5152.6
2022-01-01,Other retailing,5264.3
2022-02-01,Other retailing,5211.0
2022-03-01,Other retailing,5278.0
2022-04-01,Other retailing,5322.1
2022-05-01,Other retailing,5367.1
2022-06-01,Other retailing,5406.0
2022-07-01,Other retailing,5493.5
2022-08-01,Other retailing,5365.0
2022-09-01,Other retailing,5381.3
2022-10-01,Other retailing,5386.5
2022-11-01,Other retailing,5407.8
2022-12-01,Other retailing,5318.9
2023-01-01,Other retailing,5376.8
2023-02-01,Other retailing,5383.5
2023-03-01,Other retailing,5368.1
2023-04-01,Other retailing,5358.5
2023-05-01,Other retailing,5473.8
2023-06-01,Other retailing,5339.4
2023-07-01,Other retailing,5373.1
2023-08-01,Other retailing,5382.2
2023-09-01,Other retailing,5470.3
2023-10-01,Other retailing,5395.7
2023-11-01,Other retailing,5461.6
2023-12-01,Other retailing,5444.4
2024-01-01,Other retailing,5508.2
2024-02-01,Other retailing,5537.9
2024-03-01,Other retailing,5516.9
2024-04-01,Other retailing,5627.1
2024-05-01,Other retailing,5645.0
2024-06-01,Other retailing,5660.4
2024-07-01,Other retailing,5660.6
2024-08-01,Other retailing,5750.1
2024-09-01,Other retailing,5756.9
2024-10-01,Other retailing,5837.7
2024-11-01,Other retailing,5846.9
2024-12-01,Other retailing,5741.9
2025-01-01,Other retailing,5893.3
2025-02-01,Other retailing,5839.0
2025-03-01,Other retailing,5885.2
2025-04-01,Other retailing,5935.3
2025-05-01,Other retailing,5938.3
2025-06-01,Other retailing,6052.4
